acces,0.000719942,1.txt
accession,0.000719942,1.txt
according,0.001439885,1.txt
acid,0.001439885,1.txt
action,0.000719942,1.txt
additional,0.000719942,1.txt
adult,0.000719942,1.txt
adverse,0.001439885,1.txt
advertisement,0.000719942,1.txt
affair,0.000719942,1.txt
affect,0.003599712,1.txt
aggressive,0.000719942,1.txt
aim,0.000719942,1.txt
air,0.001439885,1.txt
alcohol,0.000719942,1.txt
allergen,0.001439885,1.txt
allergie,0.001439885,1.txt
allow,0.001439885,1.txt
alternative,0.000719942,1.txt
altitude,0.000719942,1.txt
america,0.003599712,1.txt
american,0.004319654,1.txt
amount,0.003599712,1.txt
anaphylaxi,0.000719942,1.txt
ancestor,0.00287977,1.txt
ancient,0.000719942,1.txt
aneuploid,0.000719942,1.txt
aphid,0.007919366,1.txt
appear,0.000719942,1.txt
appearance,0.000719942,1.txt
apple,0.139668826,1.txt
area,0.00287977,1.txt
arkansa,0.000719942,1.txt
article,0.003599712,1.txt
aspect,0.000719942,1.txt
assert,0.000719942,1.txt
attempt,0.000719942,1.txt
author,0.000719942,1.txt
average,0.000719942,1.txt
avoid,0.000719942,1.txt
back,0.002159827,1.txt
bear,0.00287977,1.txt
beautiful,0.002159827,1.txt
become,0.000719942,1.txt
bee,0.002159827,1.txt
beginning,0.000719942,1.txt
berrie,0.000719942,1.txt
better,0.000719942,1.txt
beverage,0.001439885,1.txt
birth,0.000719942,1.txt
bitter,0.000719942,1.txt
bloom,0.002159827,1.txt
blossom,0.00287977,1.txt
book,0.000719942,1.txt
botryti,0.000719942,1.txt
bottom,0.000719942,1.txt
branch,0.001439885,1.txt
branche,0.000719942,1.txt
break,0.000719942,1.txt
breed,0.000719942,1.txt
brown,0.004319654,1.txt
bucket,0.000719942,1.txt
bud,0.001439885,1.txt
butter,0.000719942,1.txt
cake,0.000719942,1.txt
calorie,0.000719942,1.txt
calvado,0.000719942,1.txt
campaign,0.000719942,1.txt
cancer,0.000719942,1.txt
carbohydrate,0.000719942,1.txt
carry,0.000719942,1.txt
case,0.00287977,1.txt
catch,0.000719942,1.txt
cause,0.003599712,1.txt
cellar,0.000719942,1.txt
center,0.001439885,1.txt
central,0.002159827,1.txt
certain,0.000719942,1.txt
chamber,0.001439885,1.txt
chance,0.000719942,1.txt
change,0.000719942,1.txt
chapter,0.000719942,1.txt
characteristic,0.004319654,1.txt
chemical,0.000719942,1.txt
chromosome,0.001439885,1.txt
cider,0.006479482,1.txt
citation,0.000719942,1.txt
climate,0.001439885,1.txt
close,0.001439885,1.txt
collection,0.003599712,1.txt
colonist,0.001439885,1.txt
color,0.002159827,1.txt
commercial,0.003599712,1.txt
common,0.00287977,1.txt
compatible,0.000719942,1.txt
complete,0.000719942,1.txt
compound,0.000719942,1.txt
concentration,0.001439885,1.txt
conclude,0.000719942,1.txt
condition,0.002159827,1.txt
connection,0.001439885,1.txt
consider,0.000719942,1.txt
constant,0.000719942,1.txt
constituent,0.000719942,1.txt
consumer,0.002159827,1.txt
contain,0.00287977,1.txt
content,0.001439885,1.txt
continent,0.001439885,1.txt
continue,0.000719942,1.txt
contribute,0.000719942,1.txt
contribution,0.001439885,1.txt
control,0.001439885,1.txt
cool,0.000719942,1.txt
cooperative,0.000719942,1.txt
core,0.001439885,1.txt
cornicle,0.000719942,1.txt
countrie,0.00287977,1.txt
crabapple,0.001439885,1.txt
create,0.000719942,1.txt
crisp,0.001439885,1.txt
crop,0.002159827,1.txt
crumble,0.000719942,1.txt
cultivar,0.020158387,1.txt
cultural,0.000719942,1.txt
culture,0.000719942,1.txt
cup,0.000719942,1.txt
current,0.000719942,1.txt
cut,0.000719942,1.txt
cycle,0.001439885,1.txt
damage,0.000719942,1.txt
dark,0.000719942,1.txt
database,0.00287977,1.txt
date,0.001439885,1.txt
day,0.003599712,1.txt
deciduou,0.001439885,1.txt
decline,0.000719942,1.txt
delay,0.000719942,1.txt
deliciou,0.004319654,1.txt
desire,0.000719942,1.txt
dessert,0.003599712,1.txt
develop,0.005039597,1.txt
development,0.000719942,1.txt
diameter,0.000719942,1.txt
difference,0.000719942,1.txt
different,0.004319654,1.txt
disease,0.010799136,1.txt
dishe,0.000719942,1.txt
distract,0.000719942,1.txt
doctor,0.00287977,1.txt
dollar,0.000719942,1.txt
dose,0.000719942,1.txt
drink,0.000719942,1.txt
drop,0.000719942,1.txt
duches,0.000719942,1.txt
dwarf,0.00287977,1.txt
earning,0.000719942,1.txt
eat,0.001439885,1.txt
effect,0.003599712,1.txt
effort,0.000719942,1.txt
elli,0.000719942,1.txt
empire,0.000719942,1.txt
eri,0.000719942,1.txt
essential,0.000719942,1.txt
eternal,0.000719942,1.txt
european,0.00287977,1.txt
even,0.003599712,1.txt
example,0.001439885,1.txt
exist,0.002159827,1.txt
experiment,0.000719942,1.txt
exporter,0.000719942,1.txt
exposure,0.001439885,1.txt
extend,0.000719942,1.txt
extensive,0.000719942,1.txt
extreme,0.000719942,1.txt
facilitie,0.001439885,1.txt
fade,0.000719942,1.txt
fair,0.000719942,1.txt
fall,0.001439885,1.txt
farm,0.001439885,1.txt
farmer,0.001439885,1.txt
fat,0.000719942,1.txt
favor,0.000719942,1.txt
feed,0.002159827,1.txt
figure,0.000719942,1.txt
find,0.000719942,1.txt
finding,0.000719942,1.txt
fit,0.000719942,1.txt
flank,0.000719942,1.txt
flavor,0.00287977,1.txt
flesh,0.001439885,1.txt
flower,0.003599712,1.txt
folate,0.000719942,1.txt
folktale,0.000719942,1.txt
food,0.004319654,1.txt
form,0.005039597,1.txt
found,0.007919366,1.txt
fresh,0.003599712,1.txt
freshnes,0.000719942,1.txt
fruit,0.031677466,1.txt
fungu,0.000719942,1.txt
garden,0.002159827,1.txt
gardener,0.000719942,1.txt
gene,0.004319654,1.txt
general,0.000719942,1.txt
genesi,0.001439885,1.txt
genetic,0.001439885,1.txt
genomicist,0.000719942,1.txt
genu,0.001439885,1.txt
gift,0.000719942,1.txt
give,0.001439885,1.txt
glycoside,0.001439885,1.txt
god,0.002159827,1.txt
goddes,0.004319654,1.txt
goddesse,0.000719942,1.txt
good,0.001439885,1.txt
graft,0.000719942,1.txt
grain,0.000719942,1.txt
gram,0.000719942,1.txt
grave,0.000719942,1.txt
great,0.001439885,1.txt
greek,0.005039597,1.txt
green,0.001439885,1.txt
gri,0.000719942,1.txt
ground,0.000719942,1.txt
group,0.007199424,1.txt
grow,0.002159827,1.txt
grower,0.00287977,1.txt
hand,0.000719942,1.txt
hard,0.00287977,1.txt
hardines,0.000719942,1.txt
harvest,0.000719942,1.txt
help,0.001439885,1.txt
heracle,0.001439885,1.txt
hero,0.001439885,1.txt
hesperide,0.002159827,1.txt
heterozygote,0.000719942,1.txt
high,0.005759539,1.txt
hippomene,0.002159827,1.txt
home,0.001439885,1.txt
honeycrisp,0.000719942,1.txt
hot,0.000719942,1.txt
hour,0.000719942,1.txt
human,0.003599712,1.txt
import,0.000719942,1.txt
important,0.004319654,1.txt
importer,0.000719942,1.txt
include,0.004319654,1.txt
increase,0.000719942,1.txt
increasing,0.000719942,1.txt
individual,0.003599712,1.txt
infect,0.000719942,1.txt
ingredient,0.000719942,1.txt
insect,0.002159827,1.txt
instance,0.002159827,1.txt
international,0.000719942,1.txt
involve,0.000719942,1.txt
issue,0.000719942,1.txt
juice,0.00287977,1.txt
keep,0.002159827,1.txt
kind,0.000719942,1.txt
king,0.002159827,1.txt
labour,0.000719942,1.txt
ladder,0.000719942,1.txt
large,0.003599712,1.txt
layer,0.000719942,1.txt
leave,0.005039597,1.txt
les,0.000719942,1.txt
level,0.001439885,1.txt
light,0.001439885,1.txt
like,0.001439885,1.txt
link,0.001439885,1.txt
liquid,0.000719942,1.txt
list,0.00287977,1.txt
local,0.002159827,1.txt
long,0.002159827,1.txt
love,0.00287977,1.txt
low,0.00287977,1.txt
maggot,0.000719942,1.txt
main,0.003599712,1.txt
maintain,0.001439885,1.txt
make,0.002159827,1.txt
malling-serie,0.000719942,1.txt
malu,0.009359251,1.txt
margin,0.000719942,1.txt
marked,0.000719942,1.txt
market,0.003599712,1.txt
mature,0.001439885,1.txt
mean,0.000719942,1.txt
meiosi,0.000719942,1.txt
metal,0.000719942,1.txt
method,0.002159827,1.txt
metric,0.000719942,1.txt
microgram,0.000719942,1.txt
milligram,0.000719942,1.txt
million,0.001439885,1.txt
month,0.000719942,1.txt
moth,0.000719942,1.txt
mountain,0.001439885,1.txt
movement,0.000719942,1.txt
mutation,0.000719942,1.txt
name,0.002159827,1.txt
native,0.002159827,1.txt
natural,0.001439885,1.txt
near,0.000719942,1.txt
netherland,0.000719942,1.txt
new,0.007919366,1.txt
north,0.005759539,1.txt
note,0.002159827,1.txt
number,0.004319654,1.txt
nut,0.004319654,1.txt
nutrient,0.002159827,1.txt
oa,0.001439885,1.txt
occur,0.001439885,1.txt
oil,0.000719942,1.txt
old,0.004319654,1.txt
one,0.005759539,1.txt
open,0.001439885,1.txt
orchard,0.006479482,1.txt
orchardist,0.000719942,1.txt
organization,0.000719942,1.txt
origin,0.002159827,1.txt
original,0.001439885,1.txt
oval,0.000719942,1.txt
pain,0.000719942,1.txt
painter,0.000719942,1.txt
parallel,0.000719942,1.txt
parent,0.00287977,1.txt
pari,0.000719942,1.txt
part,0.004319654,1.txt
particular,0.001439885,1.txt
patche,0.000719942,1.txt
peache,0.000719942,1.txt
peak,0.000719942,1.txt
pectin,0.000719942,1.txt
peel,0.000719942,1.txt
